Query_number,doc_number
1101228,65220
1101228,46229
1101228,204251
1101228,6981
1101228,214379
1101228,244515
1089804,169201
1089804,82473
1089804,493500
1089804,329273
1089804,152933
1089804,139308
1089804,325147
1089804,201854
1089804,395227
1089804,42053
1089787,169201
1089787,80521
1089787,16824
1089787,305478
1089787,403617
1089787,75483
1089787,482754
1089787,176588
1089787,122697
1089787,498491
1089776,193434
1089776,438905
1089776,193975
1089776,437876
1089776,283819
1089776,129762
1089776,184444
1089776,210817
1089776,371196
1089776,442810
1089763,84322
1089763,303752
1089763,448252
1089763,48548
1089763,9538
1089763,331556
1089763,262591
1089763,465697
1089763,259363
1089763,4573
1089760,115343
1089760,42053
1089760,138992
1089760,324894
1089760,439284
1089760,294617
1089760,158999
1089760,145516
1089760,232110
1089760,358559
1089719,270733
1089719,287570
1089719,10673
1089719,8674
1089719,165721
1089719,68273
1089719,70344
1089719,376380
1089719,448908
1089719,141355
1089706,317272
1089706,140412
1089706,169201
1089706,211405
1089706,195309
1089706,169222
1089706,240931
1089706,195090
1089706,225299
1089706,244564
1089693,69387
1089693,434915
1089693,2304
1089693,476350
1089693,78344
1089693,357258
1089693,450207
1089693,115204
1089693,181915
1089693,53035
1089691,487776
1089691,396976
1089691,441339
1089691,115431
1089691,300160
1089691,377967
1089691,2956
1089691,169186
1089691,371063
1089691,477434
1089688,488834
1089688,353229
1089688,210933
1089688,169201
1089688,83880
1089688,179128
1089688,53035
1089688,242647
1089688,47675
1089688,468251
1089683,324519
1089683,333471
1089683,11211
1089683,30717
1089683,441129
1089683,210688
1089683,347629
1089683,7774
1089683,447100
1089683,73237
1089674,97015
1089674,450207
1089674,84322
1089674,370194
1089674,111622
1089674,391031
1089674,418208
1089674,347865
1089674,436958
1089674,9538
1101214,190639
1101214,448517
1101214,218669
1101214,78266
1101214,396549
1101214,330618
1101214,5204
1101214,476702
1101214,333213
1101214,81536
1089645,212813
1089645,202434
1089645,122406
1089645,150704
1089645,200134
1089645,146003
1089645,296429
1089645,177682
1089645,202545
1089645,356682
1101211,243571
1101211,230375
1101211,230957
1101211,192154
1101211,348487
1101211,300342
1101211,437728
1101211,279484
1101211,133124
1101211,82696
1089619,202048
1089619,9421
1089619,449835
1089619,209044
1089619,157503
1089619,429647
1089619,267074
1089619,169700
1089619,174374
1089619,134141
1089597,133340
1089597,322855
1089597,94154
1089597,87329
1089597,425350
1089597,39381
1089597,454272
1089597,350656
1089597,269939
1089597,447121
1089576,293000
1089576,120057
1089576,305285
1089576,290082
1089576,216008
1089576,123815
1089576,169792
1089576,25827
1089576,478427
1089576,262591
1089560,304895
1089560,107061
1089560,435114
1089560,335656
1089560,375770
1089560,402784
1089560,387406
1089560,195786
1089560,382594
1089560,319156
1089541,335847
1089541,365316
1089541,77852
1089541,279679
1089541,387923
1089541,398324
1089541,324188
1089541,33914
1089541,51058
1089541,501434
1089511,51955
1089511,486483
1089511,336367
1089511,456002
1089511,118899
1089511,167164
1089511,97319
1089511,188607
1089511,336344
1089511,151708
1089501,153633
1089501,459503
1089501,160981
1089501,15518
1089501,143117
1089501,425665
1089501,6334
1089501,421958
1089501,445112
1089501,196779
1089469,215448
1089469,421948
1089469,399006
1089469,353475
1089469,396364
1089469,479322
1089469,336477
1089469,291577
1089469,172689
1089469,106495
1089443,204611
1089443,212051
1089443,38834
1089443,222565
1089443,269930
1089443,294742
1089443,127858
1089443,259259
1089443,283819
1089443,96971
1089438,267865
1089438,99801
1089438,58392
1089438,141755
1089438,86259
1089438,262589
1089438,72645
1089438,236786
1089438,24352
1089438,193017
1089434,445381
1089434,434908
1089434,286648
1089434,357258
1089434,151054
1089434,332254
1089434,494630
1089434,319538
1089434,449975
1089434,379508
1089414,196998
1089414,303752
1089414,361196
1089414,266562
1089414,26857
1089414,53035
1089414,291577
1089414,478427
1089414,38724
1089414,281724
1089408,365089
1089408,58667
1089408,444992
1089408,374700
1089408,15925
1089408,352969
1089408,429647
1089408,208430
1089408,260523
1089408,215398
1089401,462697
1089401,339166
1089401,335101
1089401,119652
1089401,485200
1089401,224235
1089401,102306
1089401,231304
1089401,81714
1089401,280189
1089355,219575
1089355,13422
1089355,105163
1089355,120170
1089355,318227
1089355,33754
1089355,462681
1089355,350201
1089355,229953
1089355,37854
1089325,11560
1089325,357864
1089325,398276
1089325,56928
1089325,172047
1089325,424229
1089325,137634
1089325,289101
1089325,55771
1089325,278656
1089312,96932
1089312,133262
1089312,247234
1089312,388128
1089312,139004
1089312,401322
1089312,291459
1089312,78302
1089312,1955
1089312,98871
1089293,409618
1089293,421997
1089293,230103
1089293,345140
1089293,155909
1089293,99830
1089293,169201
1089293,191462
1089293,116974
1089293,205079
1089286,368645
1089286,77093
1089286,399995
1089286,433243
1089286,75035
1089286,433795
1089286,246944
1089286,98772
1089286,158451
1089286,299993
1089273,240525
1089273,151696
1089273,350014
1089273,298712
1089273,12456
1089273,235660
1089273,269217
1089273,209146
1089273,291311
1089273,324079
1101173,365669
1101173,9180
1101173,16388
1101173,154458
1101173,310745
1101173,126802
1101173,107661
1101173,381619
1101173,469997
1101173,290314
1101172,325588
1101172,395823
1101172,253388
1101172,44985
1101172,330546
1101172,360898
1101172,213627
1101172,28721
1101172,354324
1101172,464483
1101171,418165
1101171,258066
1101171,125526
1101171,424619
1101171,55596
1101171,485130
1101171,280475
1101171,52626
1101171,356930
1101171,465724
1089177,97015
1089177,15518
1089177,127393
1089177,355521
1089177,252306
1089177,110865
1089177,427311
1089177,436231
1089177,163614
1089177,6727
1089167,444963
1089167,488119
1089167,166550
1089167,453614
1089167,499670
1089167,430772
1089167,439250
1089167,91826
1089167,204008
1089167,4741
1089158,72466
1089158,246334
1089158,86546
1089158,327436
1089158,347865
1089158,251081
1089158,412792
1089158,61995
1089158,380257
1089158,249560
1089156,490702
1089156,321302
1089156,155185
1089156,451915
1089156,353102
1089156,495729
1089156,132299
1089156,314013
1089156,427114
1089156,80683
1089143,459798
1089143,93130
1089143,370241
1089143,339314
1089143,108745
1089143,54204
1089143,320692
1089143,200784
1089143,372190
1089143,485475
1089121,295384
1089121,33754
1089121,6256
1089121,40203
1089121,84322
1089121,5141
1089121,118911
1089121,487841
1089121,4573
1089121,423381
1089093,310193
1089093,187406
1089093,499714
1089093,358713
1089093,69387
1089093,241938
1089093,27914
1089093,124306
1089093,137
1089093,490138
1089085,377185
1089085,408240
1089085,430821
1089085,358832
1089085,386679
1089085,284429
1089085,263674
1089085,410522
1089085,13154
1089085,220961
1089071,76178
1089071,179867
1089071,20391
1089071,495110
1089071,442102
1089071,386063
1089071,20374
1089071,50209
1089071,429647
1089071,95153
1089051,188047
1089051,196710
1089051,325014
1089051,224422
1089051,261505
1089051,20403
1089051,483856
1089051,48567
1089051,391031
1089051,30271
1089044,113480
1089044,157679
1089044,100511
1089044,68355
1089044,212023
1089044,110487
1089044,101672
1089044,198317
1089044,469586
1089044,285709
1089043,341409
1089043,192217
1089043,92221
1089043,465598
1089043,140099
1089043,326105
1089043,242426
1089043,232179
1089043,354171
1089043,418979
1089036,338060
1089036,297800
1089036,156399
1089036,241860
1089036,293722
1089036,88162
1089036,108189
1089036,103203
1089036,333213
1089036,149073
1089027,420050
1089027,173199
1089027,127550
1089027,445596
1089027,428820
1089027,36443
1089027,268320
1089027,117127
1089027,27256
1089027,193846
1089026,333213
1089026,287591
1089026,386568
1089026,37052
1089026,351978
1089026,164796
1089026,76178
1089026,489484
1089026,463986
1089026,261326
1089022,63452
1089022,22023
1089022,45946
1089022,311524
1089022,148665
1089022,12278
1089022,413120
1089022,144342
1089022,188773
1089022,391691
1089021,423888
1089021,242646
1089021,313317
1089021,451474
1089021,262476
1089021,266945
1089021,95830
1089021,110484
1089021,375172
1089021,293681
1089002,172768
1089002,214063
1089002,11211
1089002,333471
1089002,44604
1089002,143491
1089002,126054
1089002,66293
1089002,213387
1089002,152592
1089001,441339
1089001,183010
1089001,423534
1089001,112416
1089001,66293
1089001,318734
1089001,478855
1089001,438456
1089001,156191
1089001,199145
1088993,13782
1088993,442102
1088993,495110
1088993,417115
1088993,11898
1088993,20391
1088993,47765
1088993,459480
1088993,178422
1088993,438221
1088987,419472
1088987,316925
1088987,24295
1088987,183959
1088987,8516
1088987,177081
1088987,89304
1088987,491784
1088987,179793
1088987,122602
1088973,163879
1088973,357975
1088973,307417
1088973,339151
1088973,440240
1088973,123323
1088973,396946
1088973,241206
1088973,292094
1088973,157503
1088960,131748
1088960,468209
1088960,283819
1088960,472796
1088960,452061
1088960,66194
1088960,40351
1088960,276196
1088960,428915
1088960,332520
1088958,33216
1088958,241141
1088958,142801
1088958,159464
1088958,409247
1088958,350516
1088958,340428
1088958,291623
1088958,79196
1088958,219866
1088947,101851
1088947,274239
1088947,418120
1088947,350237
1088947,247008
1088947,376431
1088947,39080
1088947,235071
1088947,341729
1088947,445997
1088938,101851
1088938,274239
1088938,418120
1088938,39080
1088938,376431
1088938,350237
1088938,247008
1088938,164054
1088938,121567
1088938,235071
1088928,333213
1088928,456214
1088928,420050
1088928,220323
1088928,355648
1088928,197553
1088928,468922
1088928,126199
1088928,441226
1088928,244564
1088903,448173
1088903,60176
1088903,416870
1088903,11158
1088903,398941
1088903,336806
1088903,69630
1088903,144196
1088903,96018
1088903,83574
1088889,357258
1088889,466667
1088889,444397
1088889,78028
1088889,37252
1088889,190103
1088889,283312
1088889,445817
1088889,5473
1088889,187693
1088884,85298
1088884,67073
1088884,179102
1088884,280882
1088884,62810
1088884,214882
1088884,178601
1088884,78295
1088884,295530
1088884,89387
1088869,333471
1088869,11211
1088869,19402
1088869,477315
1088869,199790
1088869,118792
1088869,295691
1088869,4573
1088869,387950
1088869,487521
1088856,127114
1088856,424593
1088856,311176
1088856,439434
1088856,459164
1088856,324007
1088856,453417
1088856,188004
1088856,357975
1088856,267220
1088845,441226
1088845,95242
1088845,241170
1088845,330854
1088845,335504
1088845,90197
1088845,342769
1088845,292820
1088845,466291
1088845,33071
1088832,88426
1088832,101870
1088832,452296
1088832,72164
1088832,249818
1088832,431376
1088832,13382
1088832,491043
1088832,478733
1088832,150056
1088800,84322
1088800,333471
1088800,11211
1088800,408104
1088800,152592
1088800,340221
1088800,216049
1088800,438546
1088800,17010
1088800,118987
1101131,182113
1101131,220189
1101131,198957
1101131,22795
1101131,157958
1101131,143130
1101131,298443
1101131,118625
1101131,443192
1101131,167107
1102300,231504
1102300,350570
1102300,314971
1102300,216648
1102300,125407
1102300,113115
1102300,79267
1102300,346101
1102300,375770
1102300,181534
1088758,484300
1088758,429921
1088758,10245
1088758,189701
1088758,251022
1088758,323321
1088758,360157
1088758,228275
1088758,287641
1088758,81581
1088734,32489
1088734,241173
1088734,277585
1088734,464205
1088734,9538
1088734,84322
1088734,67676
1088734,153106
1088734,353329
1088734,391031
1088718,149236
1088718,228549
1088718,315673
1088718,98198
1088718,60945
1088718,163950
1088718,18480
1088718,314669
1088718,129034
1088718,63680
1088693,172891
1088693,155042
1088693,21120
1088693,232428
1088693,217924
1088693,29774
1088693,347960
1088693,417515
1088693,1720
1088693,14594
1101121,297704
1101121,7431
1101121,76178
1101121,182410
1101121,429647
1101121,487841
1101121,419144
1101121,94757
1101121,3093
1101121,135657
1088685,149236
1088685,228549
1088685,315673
1088685,98198
1088685,60945
1088685,163950
1088685,18480
1088685,314669
1088685,129034
1088685,63680
1088628,76727
1088628,182661
1088628,175621
1088628,30571
1088628,353432
1088628,363405
1088628,154780
1088628,335788
1088628,254652
1088628,636
1088606,377185
1088606,443637
1088606,316349
1088606,446663
1088606,150756
1088606,44163
1088606,30981
1088606,351857
1088606,446632
1088606,299719
1088541,401809
1088541,110548
1088541,106693
1088541,44393
1088541,50524
1088541,326447
1088541,343607
1088541,410391
1088541,301506
1088541,396423
1088539,499825
1088539,182661
1088539,424826
1088539,471089
1088539,76851
1088539,24530
1088539,155305
1088539,118597
1088539,122850
1088539,238452
1088475,110548
1088475,106693
1088475,44393
1088475,50524
1088475,326447
1088475,343607
1088475,410391
1088475,301506
1088475,396423
1088475,201848
1088453,180425
1088453,480023
1088453,403452
1088453,47114
1088453,402739
1088453,68676
1088453,176082
1088453,352468
1088453,263197
1088453,185990
1101090,78339
1101090,97015
1101090,412792
1101090,178575
1101090,4573
1101090,211293
1101090,118792
1101090,135198
1101090,418208
1101090,67168
1088437,180151
1088437,331556
1088437,71435
1088437,402288
1088437,338055
1088437,185742
1088437,18868
1088437,433528
1088437,206105
1088437,362350
1101088,57855
1101088,59431
1101088,323688
1101088,182661
1101088,450868
1101088,398160
1101088,479502
1101088,52755
1101088,47394
1101088,477243
1088379,104082
1088379,204819
1088379,36443
1088379,377536
1088379,245589
1088379,180425
1088379,117382
1088379,75435
1088379,497330
1088379,446319
1088358,331556
1088358,400216
1088358,464748
1088358,378036
1088358,19346
1088358,459568
1088358,256681
1088358,136861
1088358,10583
1088358,323572
1088349,342740
1088349,487841
1088349,290934
1088349,153447
1088349,187480
1088349,303675
1088349,188146
1088349,406361
1088349,202536
1088349,63219
1088302,379550
1088302,447553
1088302,261648
1088302,255883
1088302,248684
1088302,180469
1088302,331556
1088302,334084
1088302,484583
1088302,318636
1088164,330114
1088164,427114
1088164,288773
1088164,483921
1088164,165472
1088164,404883
1088164,56050
1088164,53249
1088164,92430
1088164,426548
1088153,334744
1088153,366122
1088153,76057
1088153,331556
1088153,272472
1088153,85584
1088153,224702
1088153,76178
1088153,7871
1088153,186176
1088138,190147
1088138,270086
1088138,429647
1088138,249579
1088138,427230
1088138,220720
1088138,178875
1088138,482178
1088138,103754
1088138,286444
1088043,73400
1088043,133109
1088043,211407
1088043,391031
1088043,180249
1088043,342522
1088043,282507
1088043,410255
1088043,372476
1088043,123323
1087999,478677
1087999,237996
1087999,63677
1087999,303675
1087999,222362
1087999,331556
1087999,267832
1087999,432144
1087999,65085
1087999,337219
1087959,357258
1087959,78344
1087959,339445
1087959,437294
1087959,85268
1087959,108061
1087959,326130
1087959,365913
1087959,319558
1087959,379274
1101048,302510
1101048,162793
1101048,253589
1101048,384867
1101048,348922
1101048,340504
1101048,45984
1101048,453624
1101048,354686
1101048,74025
1087915,24352
1087915,369962
1087915,334955
1087915,281724
1087915,103754
1087915,286444
1087915,300726
1087915,477142
1087915,11373
1087915,448175
1087911,391031
1087911,209711
1087911,493729
1087911,125198
1087911,500265
1087911,439383
1087911,269343
1087911,265767
1087911,63686
1087911,83286
1087869,258281
1087869,432342
1087869,319570
1087869,452513
1087869,242752
1087869,154356
1087869,355286
1087869,485620
1087869,457020
1087869,418208
1087858,303675
1087858,231440
1087858,10112
1087858,3589
1087858,9275
1087858,106885
1087858,137393
1087858,149335
1087858,78741
1087858,280862
1087848,439383
1087848,391031
1087848,36443
1087848,446319
1087848,393133
1087848,154515
1087848,287591
1087848,269343
1087848,66691
1087848,480879
1087803,468450
1087803,171185
1087803,440447
1087803,491458
1087803,165388
1087803,326554
1087803,127357
1087803,310052
1087803,188478
1087803,200742
1087795,75841
1087795,138188
1087795,451915
1087795,49449
1087795,9842
1087795,160819
1087795,342925
1087795,108430
1087795,50454
1087795,397882
1087774,204452
1087774,77564
1087774,149073
1087774,79679
1087774,376023
1087774,469972
1087774,403812
1087774,351913
1087774,243438
1087774,169785
1087766,476314
1087766,90989
1087766,348988
1087766,255159
1087766,97983
1087766,207527
1087766,348673
1087766,352796
1087766,320497
1087766,490512
1087736,297862
1087736,377588
1087736,163279
1087736,5204
1087736,302263
1087736,11168
1087736,35057
1087736,333625
1087736,442810
1087736,377715
1087729,6660
1087729,18894
1087729,439990
1087729,192407
1087729,10699
1087729,255073
1087729,14331
1087729,259363
1087729,126970
1087729,6905
1087727,320049
1087727,290323
1087727,182321
1087727,337872
1087727,387950
1087727,467752
1087727,418208
1087727,137
1087727,102079
1087727,291459
1087722,241966
1087722,131121
1087722,53444
1087722,262591
1087722,160539
1087722,232459
1087722,252061
1087722,362595
1087722,226364
1087722,470952
1087687,307079
1087687,123437
1087687,260087
1087687,357542
1087687,55258
1087687,141349
1087687,336574
1087687,224369
1087687,252749
1087687,153866
1087680,183882
1087680,73738
1087680,41853
1087680,422111
1087680,415294
1087680,94868
1087680,446829
1087680,339403
1087680,68929
1087680,462078
1087675,387386
1087675,493280
1087675,415192
1087675,191735
1087675,435806
1087675,134882
1087675,261900
1087675,94868
1087675,67716
1087675,333471
1087634,13034
1087634,194322
1087634,67787
1087634,347810
1087634,367796
1087634,459562
1087634,270281
1087634,204050
1087634,441326
1087634,60039
1101018,255952
1101018,464884
1101018,186577
1101018,247492
1101018,339392
1101018,325014
1101018,293681
1101018,196998
1101018,49093
1101018,97015
1087589,185280
1087589,259322
1087589,333962
1087589,244564
1087589,34609
1087589,315750
1087589,240302
1087589,79196
1087589,355334
1087589,80551
1087581,350480
1087581,391031
1087581,204819
1087581,111943
1087581,410255
1087581,180425
1087581,393841
1087581,269343
1087581,207648
1087581,258927
1087566,212534
1087566,107551
1087566,393660
1087566,22087
1087566,37871
1087566,138607
1087566,155261
1087566,337872
1087566,260444
1087566,232757
1087556,435894
1087556,104082
1087556,433727
1087556,389480
1087556,125198
1087556,269343
1087556,123323
1087556,112842
1087556,39325
1087556,23562
1087532,174810
1087532,38160
1087532,477450
1087532,192413
1087532,166767
1087532,46375
1087532,240491
1087532,11550
1087532,464154
1087532,215092
1087514,470028
1087514,53035
1087514,22148
1087514,297390
1087514,69387
1087514,318347
1087514,303655
1087514,380054
1087514,439366
1087514,22238
1087492,208859
1087492,266580
1087492,438456
1087492,331556
1087492,108219
1087492,134310
1087492,136419
1087492,95470
1087492,339588
1087492,408873
1087487,494642
1087487,10066
1087487,161173
1087487,348595
1087487,396612
1087487,104152
1087487,84322
1087487,414177
1087487,4283
1087487,224336
1087486,500144
1087486,438988
1087486,166919
1087486,477387
1087486,7164
1087486,295228
1087486,90179
1087486,200390
1087486,323525
1087486,44536
1087484,367346
1087484,132118
1087484,425591
1087484,88781
1087484,78051
1087484,320976
1087484,248354
1087484,443698
1087484,13802
1087484,117642
1087425,416055
1087425,68654
1087425,198079
1087425,79146
1087425,425459
1087425,92184
1087425,356577
1087425,27834
1087425,335883
1087425,145733
1087375,119324
1087375,230208
1087375,83842
1087375,78652
1087375,201576
1087375,153338
1087375,383109
1087375,490381
1087375,135657
1087375,140045
1087361,324434
1087361,356404
1087361,14487
1087361,370129
1087361,486372
1087361,150127
1087361,257701
1087361,85068
1087361,268291
1087361,146281
1087351,125363
1087351,226393
1087351,392429
1087351,385221
1087351,39481
1087351,380729
1087351,77103
1087351,103747
1087351,423405
1087351,497303
1087327,391585
1087327,387406
1087327,86899
